long,lat,year,TimePeriod,RCP,scenario,treecanopy,Ann_Herb,Bare,Herb,Litter,Shrub,DrySoilDays_Summer_whole,Evap_Summer,ExtremeShortTermDryStress_Summer_whole,FrostDays_Winter,NonDrySWA_Summer_whole,PPT_Winter,PPT_Summer,PPT_Annual,T_Winter,T_Summer,T_Annual,Tmax_Summer,Tmin_Winter,VWC_Winter_whole,VWC_Spring_whole,VWC_Summer_whole,VWC_Fall_whole
-110.0259,37.60809,1983,Hist,historical,sc1,0,0,91,2,2,4,64.0,5.091211,33.43,84.0,0.1098447,,,,,,,,-14.95,0.138157,0.09862051,0.04560824,0.08537992
-110.0259,37.60809,1984,Hist,historical,sc1,0,0,91,2,2,4,66.0,5.096012,33.69,91.0,0.04858217,,,,,,,,-18.25,0.1277908,0.078433,0.04400471,0.08088849
-110.0259,37.60809,1985,Hist,historical,sc1,0,0,91,2,2,4,80.0,2.006205,36.12,87.0,0.09581502,,,,,,,,-18.25,0.124963,0.10249,0.04419099,0.1117763
-110.0259,37.60809,1986,Hist,historical,sc1,0,0,91,2,2,4,68.0,4.455642,33.95,73.0,0.1241103,,,,,,,,-11.55,0.1101598,0.07168214,0.04570498,0.1135923
-110.0259,37.60809,1987,Hist,historical,sc1,0,0,91,2,2,4,62.0,4.409648,32.97,85.0,0.3526269,,,,,,,,-13.85,0.1228648,0.0878022,0.05144328,0.08452166
-110.0259,37.60809,1988,Hist,historical,sc1,0,0,91,2,2,4,74.0,4.44518,34.4,85.0,0.03644366,,,,,,,,-15.95,0.1116264,0.08466885,0.04342385,0.05245905
-110.0259,37.60809,1989,Hist,historical,sc1,0,0,91,2,2,4,72.0,3.204005,36.35,86.0,0.09770598,,,,,,,,-19.65,0.05117111,0.06062343,0.04470182,0.04205491
-110.0259,37.60809,1990,Hist,historical,sc1,0,0,91,2,2,4,82.0,2.858859,35.93,82.0,0.008637748,,,,,,,,-14.35,0.04445679,0.04553965,0.04247832,0.09086961
-110.0259,37.60809,1991,Hist,historical,sc1,0,0,91,2,2,4,76.0,3.88517,33.35,84.0,0.01299455,,,,,,,,-24.55,0.1007332,0.08811549,0.04277682,0.07656455
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,78.0,3.61505,33.19,85.0,0.01431914,,,,,,,,-14.15,0.1107295,0.08980002,0.04279597,0.06544198
-110.0259,37.60809,1993,Hist,historical,sc1,0,0,91,2,2,4,81.0,2.47028,33.51,83.0,0.1121875,,,,,,,,-13.85,0.1126465,0.08736154,0.04450647,0.08131836
-110.0259,37.60809,1994,Hist,historical,sc1,0,0,91,2,2,4,86.0,2.038199,36.17,84.0,0.0002545941,,,,,,,,-14.25,0.08245799,0.05627514,0.04137052,0.06507585
-110.0259,37.60809,1995,Hist,historical,sc1,0,0,91,2,2,4,76.0,4.118947,35.18,67.0,0.02176201,,,,,,,,-10.55,0.1280045,0.08400176,0.04316857,0.04307984
-110.0259,37.60809,1996,Hist,historical,sc1,0,0,91,2,2,4,84.0,3.121701,35.17,66.0,0.0005595678,,,,,,,,-12.35,0.04942591,0.04329537,0.04221762,0.1025778
-110.0259,37.60809,1997,Hist,historical,sc1,0,0,91,2,2,4,62.0,3.705485,33.26,70.0,0.3034418,,,,,,,,-13.75,0.1346286,0.08754997,0.05020686,0.08492409
-110.0259,37.60809,1998,Hist,historical,sc1,0,0,91,2,2,4,80.0,3.074859,35.48,84.0,0.06602132,,,,,,,,-11.65,0.1160267,0.07888607,0.04360258,0.08677982
-110.0259,37.60809,1999,Hist,historical,sc1,0,0,91,2,2,4,50.0,6.19221,32.86,71.0,0.3627035,,,,,,,,-14.95,0.1096963,0.0676993,0.0521983,0.04369816
-110.0259,37.60809,2000,Hist,historical,sc1,0,0,91,2,2,4,82.0,2.996475,35.68,64.0,0.000548212,,,,,,,,-12.45,0.06754773,0.07807806,0.0418206,0.08398478
-110.0259,37.60809,2001,Hist,historical,sc1,0,0,91,2,2,4,64.0,3.996762,35.01,79.0,0.1089175,,,,,,,,-12.85,0.1159121,0.08632935,0.04513699,0.04379831
-110.0259,37.60809,2002,Hist,historical,sc1,0,0,91,2,2,4,88.0,2.119339,35.99,86.0,0.0001679043,,,,,,,,-14.35,0.06064004,0.04226816,0.04143125,0.0954958
-110.0259,37.60809,2003,Hist,historical,sc1,0,0,91,2,2,4,78.0,3.129563,36.62,73.0,0.0361499,,,,,,,,-12.15,0.08799112,0.08482116,0.04285208,0.09266694
-110.0259,37.60809,2004,Hist,historical,sc1,0,0,91,2,2,4,88.0,1.876546,33.96,81.0,0.0001899811,,,,,,,,-15.05,0.1143058,0.08582712,0.0416482,0.1099475
-110.0259,37.60809,2005,Hist,historical,sc1,0,0,91,2,2,4,67.0,3.762378,37.07,66.0,0.1226382,,,,,,,,-14.25,0.1368889,0.086861,0.04573685,0.06349253
-110.0259,37.60809,2006,Hist,historical,sc1,0,0,91,2,2,4,72.0,4.020007,35.47,83.0,0.03222602,,,,,,,,-14.85,0.0555605,0.0769372,0.04305971,0.1021917
-110.0259,37.60809,2007,Hist,historical,sc1,0,0,91,2,2,4,69.0,3.708521,35.51,81.0,0.05271317,,,,,,,,-16.35,0.08566852,0.05242402,0.04372392,0.06407457
-110.0259,37.60809,2008,Hist,historical,sc1,0,0,91,2,2,4,74.0,3.235021,33.94,79.0,0.06039972,,,,,,,,-18.65,0.1312846,0.08070961,0.04423723,0.04646607
-110.0259,37.60809,2009,Hist,historical,sc1,0,0,91,2,2,4,88.0,1.912401,34.68,75.0,0.0001377749,,,,,,,,-17.15,0.1123511,0.07527559,0.04165992,0.0465485
-110.0259,37.60809,2010,Hist,historical,sc1,0,0,91,2,2,4,54.0,4.408617,35.44,86.0,0.4158848,,,,,,,,-17.35,0.0584419,0.08643548,0.05313407,0.06095009
-110.0259,37.60809,2011,Hist,historical,sc1,0,0,91,2,2,4,80.0,3.772569,34.6,76.0,0.002908306,,,,,,,,-22.85,0.09537174,0.06641471,0.04219195,0.05824711
-110.0259,37.60809,2012,Hist,historical,sc1,0,0,91,2,2,4,73.0,2.934197,34.93,87.0,0.1469355,,,,,,,,-14.75,0.08726488,0.06504632,0.04565258,0.0495748
-110.0259,37.60809,2013,Hist,historical,sc1,0,0,91,2,2,4,76.0,2.928584,35.98,81.0,0.197336,,,,,,,,-19.45,0.09434103,0.07140501,0.04706703,0.1091833
-110.0259,37.60809,2014,Hist,historical,sc1,0,0,91,2,2,4,69.0,3.383518,34.29,70.0,0.09079714,,,,,,,,-17.75,0.1124472,0.06377464,0.04430597,0.0770423
-110.0259,37.60809,2015,Hist,historical,sc1,0,0,91,2,2,4,57.0,5.125461,34.77,58.0,0.2438118,,,,,,,,-15.05,0.09319572,0.08159255,0.04916675,0.09605242
-110.0259,37.60809,2016,Hist,historical,sc1,0,0,91,2,2,4,69.0,3.521917,35.8,75.0,0.1164339,,,,,,,,-16.75,0.1116145,0.07838603,0.04493481,0.04699784
-110.0259,37.60809,2017,Hist,historical,sc1,0,0,91,2,2,4,72.0,3.016195,35.83,60.0,0.04386151,,,,,,,,-14.65,0.1136854,0.07455122,0.04324517,0.04417275
-110.0259,37.60809,2018,Hist,historical,sc1,0,0,91,2,2,4,78.0,1.916593,34.82,69.0,0.009357009,,,,,,,,-12.35,0.04706403,0.04272761,0.04226167,0.09169444
-110.0259,37.60809,1980,Hist,historical,sc1,0,0,91,2,2,4,,,,,,14.21,2.57,2.57,0.9692308,23.06576,23.06576,36.95,,,,,
-110.0259,37.60809,1981,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.37,9.69,2.37,3.393333,23.1087,11.46374,37.45,,,,,
-110.0259,37.60809,1981,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.37,9.69,2.37,3.393333,23.1087,3.393333,37.45,,,,,
-110.0259,37.60809,1981,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.37,9.69,12.45,3.393333,23.1087,11.46374,37.45,,,,,
-110.0259,37.60809,1981,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.37,9.69,12.45,3.393333,23.1087,3.393333,37.45,,,,,
-110.0259,37.60809,1982,Hist,historical,sc1,0,0,91,2,2,4,,,,,,4.12,9.99,,0.004444444,21.92609,,36.55,,,,,
-110.0259,37.60809,1983,Hist,historical,sc1,0,0,91,2,2,4,,,,,,7.24,10.71,,0.4672222,21.08696,,34.35,,,,,
-110.0259,37.60809,1984,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.07,9.48,8.64,-1.080769,21.71413,9.889011,35.05,,,,,
-110.0259,37.60809,1985,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.04,4.65,4.65,-0.9711111,23.20652,23.20652,37.35,,,,,
-110.0259,37.60809,1985,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.04,4.65,4.65,-0.9711111,23.20652,-0.9711111,37.35,,,,,
-110.0259,37.60809,1985,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.04,4.65,8.04,-0.9711111,23.20652,23.20652,37.35,,,,,
-110.0259,37.60809,1985,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.04,4.65,8.04,-0.9711111,23.20652,-0.9711111,37.35,,,,,
-110.0259,37.60809,1986,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.3,10.35,,2.282222,22.23859,,34.85,,,,,
-110.0259,37.60809,1987,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.21,11.49,6.01,-0.4144444,21.80109,9.894565,34.05,,,,,
-110.0259,37.60809,1988,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.56,8.56,5.11,-1.235165,23.01522,11.69121,35.45,,,,,
-110.0259,37.60809,1989,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.35,6.86,5.35,-1.881667,22.32717,-1.881667,37.95,,,,,
-110.0259,37.60809,1990,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.59,5.31,,-0.08611111,23.05054,,37.15,,,,,
-110.0259,37.60809,1991,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.16,6.56,,-2.076667,22.11522,,34.45,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,10.08,-1.279121,21.5087,11.66685,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.23,-1.279121,21.5087,11.66685,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,10.08,-1.279121,21.5087,10.91484,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.23,-1.279121,21.5087,21.5087,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.03,-1.279121,21.5087,11.66685,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.23,-1.279121,21.5087,10.91484,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.03,-1.279121,21.5087,21.5087,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,10.08,-1.279121,21.5087,21.5087,34.15,,,,,
-110.0259,37.60809,1992,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.45,6.03,6.03,-1.279121,21.5087,10.91484,34.15,,,,,
-110.0259,37.60809,1993,Hist,historical,sc1,0,0,91,2,2,4,,,,,,13.61,6.03,13.61,-1.316667,21.11033,-1.316667,34.55,,,,,
-110.0259,37.60809,1994,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.29,2.63,,-0.4483333,24.35761,,37.15,,,,,
-110.0259,37.60809,1995,Hist,historical,sc1,0,0,91,2,2,4,,,,,,7.39,6.94,6.94,1.735,21.88533,21.88533,37.05,,,,,
-110.0259,37.60809,1996,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.06,4.96,13.21,1.532418,23.9837,10.88462,35.85,,,,,
-110.0259,37.60809,1996,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.06,4.96,13.21,1.532418,23.9837,11.12174,35.85,,,,,
-110.0259,37.60809,1996,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.06,4.96,3.52,1.532418,23.9837,10.88462,35.85,,,,,
-110.0259,37.60809,1996,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.06,4.96,3.52,1.532418,23.9837,11.12174,35.85,,,,,
-110.0259,37.60809,1997,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.51,9.13,5.31,0.7122222,21.87011,0.7122222,35.15,,,,,
-110.0259,37.60809,1997,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.51,9.13,5.31,0.7122222,21.87011,10.73913,35.15,,,,,
-110.0259,37.60809,1997,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.51,9.13,8.51,0.7122222,21.87011,0.7122222,35.15,,,,,
-110.0259,37.60809,1997,Hist,historical,sc1,0,0,91,2,2,4,,,,,,8.51,9.13,8.51,0.7122222,21.87011,10.73913,35.15,,,,,
-110.0259,37.60809,1998,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.4,5.71,5.71,0.03777778,22.30489,22.30489,36.95,,,,,
-110.0259,37.60809,1999,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.85,15.09,,1.846111,21.44402,,34.05,,,,,
-110.0259,37.60809,2000,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.55,4.91,9.84,1.359341,23.70707,10.04176,36.55,,,,,
-110.0259,37.60809,2000,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.55,4.91,5.56,1.359341,23.70707,10.04176,36.55,,,,,
-110.0259,37.60809,2000,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.55,4.91,5.56,1.359341,23.70707,11.66522,36.55,,,,,
-110.0259,37.60809,2000,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.55,4.91,9.84,1.359341,23.70707,11.66522,36.55,,,,,
-110.0259,37.60809,2001,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.34,8.57,6.34,0.2838889,22.90761,0.2838889,35.75,,,,,
-110.0259,37.60809,2002,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.32,3.02,3.02,-0.8855556,23.99674,23.99674,37.05,,,,,
-110.0259,37.60809,2003,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.15,5.79,,1.331111,24.03587,,37.85,,,,,
-110.0259,37.60809,2004,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.41,2.62,17.63,-0.8818681,22.47609,9.946154,34.95,,,,,
-110.0259,37.60809,2005,Hist,historical,sc1,0,0,91,2,2,4,,,,,,13.26,8.42,13.26,1.338889,22.04891,1.338889,38.05,,,,,
-110.0259,37.60809,2006,Hist,historical,sc1,0,0,91,2,2,4,,,,,,1.92,7.33,7.33,0.6738889,23.67935,10.80761,36.75,,,,,
-110.0259,37.60809,2006,Hist,historical,sc1,0,0,91,2,2,4,,,,,,1.92,7.33,7.33,0.6738889,23.67935,23.67935,36.75,,,,,
-110.0259,37.60809,2006,Hist,historical,sc1,0,0,91,2,2,4,,,,,,1.92,7.33,7.2,0.6738889,23.67935,10.80761,36.75,,,,,
-110.0259,37.60809,2006,Hist,historical,sc1,0,0,91,2,2,4,,,,,,1.92,7.33,7.2,0.6738889,23.67935,23.67935,36.75,,,,,
-110.0259,37.60809,2007,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.36,7.72,4.81,-0.2972222,23.7375,11.21033,36.05,,,,,
-110.0259,37.60809,2008,Hist,historical,sc1,0,0,91,2,2,4,,,,,,13.91,7.08,4.19,-2.33022,22.05761,11.91154,34.95,,,,,
-110.0259,37.60809,2009,Hist,historical,sc1,0,0,91,2,2,4,,,,,,6.38,2.67,6.38,0.1083333,22.19293,0.1083333,36.05,,,,,
-110.0259,37.60809,2010,Hist,historical,sc1,0,0,91,2,2,4,,,,,,12.92,10.77,10.77,-2.437778,22.40326,22.40326,37.55,,,,,
-110.0259,37.60809,2011,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.85,5.72,6.25,-0.7927778,22.78098,9.086957,35.65,,,,,
-110.0259,37.60809,2012,Hist,historical,sc1,0,0,91,2,2,4,,,,,,5.75,6.95,4.22,0.05384615,23.7538,12.89945,35.55,,,,,
-110.0259,37.60809,2013,Hist,historical,sc1,0,0,91,2,2,4,,,,,,7.9,8.15,7.9,-1.217778,22.72826,-1.217778,38.35,,,,,
-110.0259,37.60809,2014,Hist,historical,sc1,0,0,91,2,2,4,,,,,,3.99,7.12,7.12,0.6388889,21.81739,21.81739,35.65,,,,,
-110.0259,37.60809,2015,Hist,historical,sc1,0,0,91,2,2,4,,,,,,7.48,13.2,,1.804444,22.05,,36.15,,,,,
-110.0259,37.60809,2016,Hist,historical,sc1,0,0,91,2,2,4,,,,,,7.13,7.39,5.5,-1.163187,23.43043,12.31429,37.65,,,,,
-110.0259,37.60809,2017,Hist,historical,sc1,0,0,91,2,2,4,,,,,,9.7,6.41,9.7,1.061111,23.94022,1.061111,37.25,,,,,
-110.0259,37.60809,2017,Hist,historical,sc1,0,0,91,2,2,4,,,,,,9.7,6.41,9.7,1.061111,23.94022,11.13967,37.25,,,,,
-110.0259,37.60809,2017,Hist,historical,sc1,0,0,91,2,2,4,,,,,,9.7,6.41,3.04,1.061111,23.94022,1.061111,37.25,,,,,
-110.0259,37.60809,2017,Hist,historical,sc1,0,0,91,2,2,4,,,,,,9.7,6.41,3.04,1.061111,23.94022,11.13967,37.25,,,,,
-110.0259,37.60809,2018,Hist,historical,sc1,0,0,91,2,2,4,,,,,,2.74,4.36,,2.124444,24.31141,,35.55,,,,,
-110.0245,37.57668,1980,Hist,historical,sc1,22,0,41,13,12,24,0.0,1.536239,36.11,77.0,0.02688025,,,,,,,,-12.45,0.1318909,0.1114969,0.05378835,0.06407475
-110.0245,37.57668,1981,Hist,historical,sc1,22,0,41,13,12,24,0.0,5.342455,35.98,79.0,0.05435117,,,,,,,,-9.45,0.06642481,0.06968048,0.05507928,0.1065515
-110.0245,37.57668,1982,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.447955,34.74,85.0,0.2337643,,,,,,,,-16.65,0.1188834,0.08542025,0.05834571,0.0804051
-110.0245,37.57668,1983,Hist,historical,sc1,22,0,41,13,12,24,0.0,5.328179,33.58,85.0,0.158769,,,,,,,,-15.15,0.1321441,0.1181992,0.05736924,0.08305415
-110.0245,37.57668,1984,Hist,historical,sc1,22,0,41,13,12,24,0.0,5.479553,33.88,91.0,0.07149456,,,,,,,,-18.55,0.1199455,0.0894677,0.05558077,0.08215529
-110.0245,37.57668,1985,Hist,historical,sc1,22,0,41,13,12,24,0.0,2.236641,36.23,87.0,0.1280474,,,,,,,,-18.35,0.121616,0.1185874,0.05597116,0.1235851
-110.0245,37.57668,1986,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.614005,34.09,74.0,0.1275355,,,,,,,,-11.65,0.1375074,0.08440827,0.05649051,0.119836
-110.0245,37.57668,1987,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.380167,33.11,85.0,0.3707027,,,,,,,,-14.15,0.1489988,0.1062175,0.06141328,0.09453297
-110.0245,37.57668,1988,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.714363,34.57,86.0,0.0485612,,,,,,,,-16.25,0.1363564,0.09894344,0.05489478,0.0610937
-110.0245,37.57668,1989,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.230667,36.52,86.0,0.1494713,,,,,,,,-19.75,0.06194479,0.06810503,0.05667383,0.05373575
-110.0245,37.57668,1990,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.301493,36.03,83.0,0.01949597,,,,,,,,-14.75,0.0556361,0.06082471,0.05413348,0.09103673
-110.0245,37.57668,1991,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.066044,33.55,84.0,0.0388063,,,,,,,,-24.75,0.1000779,0.09955585,0.05463785,0.08497493
-110.0245,37.57668,1992,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.599825,33.32,85.0,0.03792997,,,,,,,,-14.45,0.1336591,0.105492,0.05459287,0.07170889
-110.0245,37.57668,1993,Hist,historical,sc1,22,0,41,13,12,24,0.0,2.709981,33.62,84.0,0.1088478,,,,,,,,-14.15,0.1215572,0.1069966,0.05538591,0.08120543
-110.0245,37.57668,1994,Hist,historical,sc1,22,0,41,13,12,24,0.0,2.076929,36.27,85.0,0.0004320687,,,,,,,,-14.45,0.08547104,0.06260721,0.05321387,0.07220167
-110.0245,37.57668,1995,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.087774,35.35,67.0,0.04661766,,,,,,,,-10.85,0.12979,0.1001702,0.05505907,0.05444279
-110.0245,37.57668,1996,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.362647,35.29,66.0,0.001402915,,,,,,,,-12.65,0.0610773,0.05551744,0.05380488,0.09705508
-110.0245,37.57668,1997,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.715732,33.41,70.0,0.4053704,,,,,,,,-13.85,0.152609,0.09963696,0.06213551,0.08223035
-110.0245,37.57668,1998,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.502024,35.63,85.0,0.1184927,,,,,,,,-11.75,0.1058766,0.07897585,0.05597248,0.09921009
-110.0245,37.57668,1999,Hist,historical,sc1,22,0,41,13,12,24,0.0,6.17874,33.03,73.0,0.3828197,,,,,,,,-15.15,0.1432235,0.0836101,0.06195902,0.0551131
-110.0245,37.57668,2000,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.266928,35.84,66.0,0.0004960482,,,,,,,,-12.75,0.07838783,0.08051752,0.0534781,0.09211142
-110.0245,37.57668,2001,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.045509,35.2,79.0,0.1355233,,,,,,,,-13.05,0.134318,0.10182,0.05654623,0.05478017
-110.0245,37.57668,2002,Hist,historical,sc1,22,0,41,13,12,24,0.0,2.32806,36.16,86.0,0.0001923291,,,,,,,,-14.35,0.06511471,0.05475992,0.05319155,0.09991468
-110.0245,37.57668,2003,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.229626,36.77,76.0,0.04447778,,,,,,,,-12.25,0.09476904,0.09624936,0.0542922,0.09733069
-110.0245,37.57668,2004,Hist,historical,sc1,22,0,41,13,12,24,0.0,2.125743,34.13,82.0,0.000211914,,,,,,,,-15.15,0.1081123,0.0904792,0.05341395,0.1199304
-110.0245,37.57668,2005,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.940247,37.2,67.0,0.142738,,,,,,,,-14.45,0.1581771,0.09869007,0.05689255,0.07154181
-110.0245,37.57668,2006,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.257908,35.6,85.0,0.03758876,,,,,,,,-15.05,0.06288063,0.07649995,0.0545421,0.1177764
-110.0245,37.57668,2007,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.737631,35.63,81.0,0.08017687,,,,,,,,-16.45,0.1116678,0.06880466,0.05540821,0.06803603
-110.0245,37.57668,2008,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.372318,34.12,79.0,0.06333871,,,,,,,,-18.75,0.13409,0.09856355,0.05532224,0.05742162
-110.0245,37.57668,2009,Hist,historical,sc1,22,0,41,13,12,24,0.0,1.961075,34.86,75.0,0.003840029,,,,,,,,-17.25,0.1115081,0.0819707,0.0534641,0.05728454
-110.0245,37.57668,2010,Hist,historical,sc1,22,0,41,13,12,24,0.0,4.295331,35.67,85.0,0.4597556,,,,,,,,-17.35,0.0673319,0.1021653,0.06321491,0.06905805
-110.0245,37.57668,2011,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.707958,34.71,78.0,0.01561012,,,,,,,,-22.85,0.09422674,0.07118383,0.05396707,0.06660476
-110.0245,37.57668,2012,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.010119,35.04,89.0,0.1767564,,,,,,,,-14.75,0.0956802,0.07156981,0.05697025,0.06047326
-110.0245,37.57668,2013,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.06646,36.05,84.0,0.1891522,,,,,,,,-19.75,0.106329,0.0858749,0.05743057,0.1284611
-110.0245,37.57668,2014,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.340818,34.41,71.0,0.1241328,,,,,,,,-17.75,0.1404372,0.08148996,0.05618908,0.07411327
-110.0245,37.57668,2015,Hist,historical,sc1,22,0,41,13,12,24,0.0,5.087793,34.86,62.0,0.329768,,,,,,,,-16.25,0.09027324,0.09134512,0.06087905,0.104976
-110.0245,37.57668,2016,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.352413,35.98,77.0,0.1718089,,,,,,,,-17.05,0.1425679,0.09298591,0.05702064,0.05797264
-110.0245,37.57668,2017,Hist,historical,sc1,22,0,41,13,12,24,0.0,3.021583,36.01,61.0,0.07683201,,,,,,,,-15.55,0.1218098,0.08922005,0.05513572,0.05510203
-110.0245,37.57668,2018,Hist,historical,sc1,22,0,41,13,12,24,0.0,1.935273,34.94,72.0,0.03226212,,,,,,,,-12.85,0.05976342,0.05514215,0.05411305,0.1100087
-110.0245,37.61496,1980,Hist,historical,sc1,4,0,65,9,8,8,0.0,1.54543,36.11,74.0,0.02723892,,,,,,,,-12.35,0.132017,0.1228937,0.05700097,0.06595794
-110.0245,37.61496,1981,Hist,historical,sc1,4,0,65,9,8,8,0.0,5.33871,35.96,74.0,0.03632276,,,,,,,,-9.35,0.06725233,0.07282979,0.05788437,0.10571
-110.0245,37.61496,1982,Hist,historical,sc1,4,0,65,9,8,8,0.0,4.507097,34.88,82.0,0.2404645,,,,,,,,-16.65,0.1225472,0.09163988,0.06090079,0.08122661
-110.0245,37.61496,1983,Hist,historical,sc1,4,0,65,9,8,8,0.0,5.442155,33.43,84.0,0.1260446,,,,,,,,-14.95,0.1304785,0.128856,0.05959758,0.08324238
-110.0245,37.61496,1984,Hist,historical,sc1,4,0,65,9,8,8,0.0,5.350114,33.69,91.0,0.05821483,,,,,,,,-18.25,0.1239778,0.09874262,0.05841524,0.08194382
-110.0245,37.61496,1985,Hist,historical,sc1,4,0,65,9,8,8,0.0,2.033359,36.12,87.0,0.1109233,,,,,,,,-18.25,0.1234886,0.12945,0.05850191,0.1274692
-110.0245,37.61496,1986,Hist,historical,sc1,4,0,65,9,8,8,0.0,4.634914,33.95,73.0,0.1323351,,,,,,,,-11.55,0.144411,0.09565434,0.05942959,0.1158406
-110.0245,37.61496,1987,Hist,historical,sc1,4,0,65,9,8,8,0.0,4.484384,32.97,85.0,0.3651831,,,,,,,,-13.85,0.1546764,0.1180024,0.06331328,0.09706582
-110.0245,37.61496,1988,Hist,historical,sc1,4,0,65,9,8,8,0.0,4.656163,34.4,85.0,0.04125504,,,,,,,,-15.95,0.144742,0.113445,0.05786228,0.0639493
-110.0245,37.61496,1989,Hist,historical,sc1,4,0,65,9,8,8,0.0,3.325687,36.35,86.0,0.109631,,,,,,,,-19.65,0.06526639,0.07153258,0.058801,0.05697053
-110.0245,37.61496,1990,Hist,historical,sc1,4,0,65,9,8,8,0.0,3.034091,35.93,82.0,0.01090605,,,,,,,,-14.35,0.0590066,0.06171717,0.05717796,0.08822616
-110.0245,37.61496,1991,Hist,historical,sc1,4,0,65,9,8,8,0.0,4.133208,33.35,84.0,0.02107984,,,,,,,,-24.55,0.09877296,0.1005225,0.05753407,0.08372621
-110.0245,37.61496,1992,Hist,historical,sc1,4,0,65,9,8,8,0.0,3.800605,33.19,85.0,0.02443327,,,,,,,,-14.15,0.1297654,0.1173529,0.05753802,0.07270384
